證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-150,000",0,0,0,0,"150,000","-150,000","-150,000",2024-06-06
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"95,000",0,0,0,"105,000","10,000","95,000","95,000",2024-06-07
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-1,000",2024-06-11
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-22,000",0,0,0,"15,000","37,000","-22,000","-22,000",2024-06-12
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-38,000",0,0,0,0,"38,000","-38,000","-38,000",2024-06-13
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-285,000",0,0,0,"12,000","297,000","-285,000","-285,000",2024-06-14
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"223,000",0,0,0,"241,000","18,000","223,000","223,000",2024-06-17
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-611,000",0,0,0,0,"611,000","-611,000","-611,000",2024-06-18
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-228,000",0,0,0,"521,000","749,000","-228,000","-228,000",2024-06-19
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"317,000",0,0,0,"588,000","271,000","317,000","317,000",2024-06-20
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-120,000",0,0,0,"418,000","538,000","-120,000","-120,000",2024-06-21
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"73,000",0,0,0,"494,000","421,000","73,000","73,000",2024-06-24
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-38,000",0,0,0,0,"38,000","-38,000","-38,000",2024-06-25
03648B,臺股指元大44熊12,0,0,0,0,0,0,0,0,0,"-32,000",0,0,0,"682,000","714,000","-32,000","-32,000",2024-06-26
