證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"12,000",0,0,0,"20,000","8,000","12,000","12,000",2018-01-02
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"-6,000",0,0,0,0,"6,000","-6,000","-6,000",2018-01-03
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"8,000",0,0,0,"23,000","15,000","8,000","8,000",2018-01-04
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"-6,000",0,0,0,"5,000","11,000","-6,000","-6,000",2018-01-05
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"11,000",0,0,0,"11,000",0,"11,000","11,000",2018-01-08
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"-12,000",0,0,0,"10,000","22,000","-12,000","-12,000",2018-01-09
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"-3,000",0,0,0,0,"3,000","-3,000","-3,000",2018-01-10
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-1,000",2018-01-12
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"-5,000",0,0,0,0,"5,000","-5,000","-5,000",2018-01-15
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000",2018-01-16
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"10,000",0,0,0,"10,000",0,"10,000","10,000",2018-01-17
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"-4,000",0,0,0,"6,000","10,000","-4,000","-4,000",2018-01-18
03039X,元展36          ,0,0,0,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000",2018-01-19
