證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-15,000",0,0,0,0,"15,000","-15,000","-15,000",2023-11-28
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-96,000",0,0,0,"15,000","111,000","-96,000","-96,000",2023-11-29
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-2,000",0,0,0,"1,000","3,000","-2,000","-2,000",2023-12-01
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-22,000",0,0,0,0,"22,000","-22,000","-22,000",2023-12-04
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-10,000",0,0,0,0,"10,000","-10,000","-10,000",2023-12-05
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-54,000",0,0,0,0,"54,000","-54,000","-54,000",2023-12-06
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-39,000",0,0,0,0,"39,000","-39,000","-39,000",2023-12-07
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"2,000",0,0,0,"14,000","12,000","2,000","2,000",2023-12-08
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-9,000",0,0,0,0,"9,000","-9,000","-9,000",2023-12-11
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-29,000",0,0,0,"6,000","35,000","-29,000","-29,000",2023-12-12
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"30,000",0,0,0,"35,000","5,000","30,000","30,000",2023-12-13
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-4,000",0,0,0,"51,000","55,000","-4,000","-4,000",2023-12-14
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-35,000",0,0,0,"66,000","101,000","-35,000","-35,000",2023-12-15
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"41,000",0,0,0,"56,000","15,000","41,000","41,000",2023-12-18
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-22,000",0,0,0,"7,000","29,000","-22,000","-22,000",2023-12-19
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-114,000",0,0,0,"15,000","129,000","-114,000","-114,000",2023-12-20
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-77,000",0,0,0,"30,000","107,000","-77,000","-77,000",2023-12-21
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"19,000",0,0,0,"34,000","15,000","19,000","19,000",2023-12-22
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"25,000",0,0,0,"25,000",0,"25,000","25,000",2023-12-25
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"138,000",0,0,0,"160,000","22,000","138,000","138,000",2023-12-26
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"71,000",0,0,0,"71,000",0,"71,000","71,000",2023-12-27
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-42,000",0,0,0,"4,000","46,000","-42,000","-42,000",2023-12-28
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"57,000",0,0,0,"63,000","6,000","57,000","57,000",2023-12-29
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-79,000",0,0,0,0,"79,000","-79,000","-79,000",2024-01-02
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-56,000",0,0,0,"16,000","72,000","-56,000","-56,000",2024-01-03
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"36,000",0,0,0,"36,000",0,"36,000","36,000",2024-01-04
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-38,000",0,0,0,"36,000","74,000","-38,000","-38,000",2024-01-05
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"77,000",0,0,0,"98,000","21,000","77,000","77,000",2024-01-08
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-55,000",0,0,0,"3,000","58,000","-55,000","-55,000",2024-01-09
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"35,000",0,0,0,"51,000","16,000","35,000","35,000",2024-01-10
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-5,000",0,0,0,0,"5,000","-5,000","-5,000",2024-01-11
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-12,000",0,0,0,0,"12,000","-12,000","-12,000",2024-01-12
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-24,000",0,0,0,"13,000","37,000","-24,000","-24,000",2024-01-16
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-30,000",0,0,0,0,"30,000","-30,000","-30,000",2024-01-17
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"75,000",0,0,0,"75,000",0,"75,000","75,000",2024-01-19
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"80,000",0,0,0,"87,000","7,000","80,000","80,000",2024-01-24
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"46,000",0,0,0,"46,000",0,"46,000","46,000",2024-01-25
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"55,000",0,0,0,"56,000","1,000","55,000","55,000",2024-01-26
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-15,000",0,0,0,"17,000","32,000","-15,000","-15,000",2024-01-29
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-7,000",0,0,0,"7,000","14,000","-7,000","-7,000",2024-01-30
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-26,000",0,0,0,0,"26,000","-26,000","-26,000",2024-01-31
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-7,000",0,0,0,0,"7,000","-7,000","-7,000",2024-02-01
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-3,000",0,0,0,"7,000","10,000","-3,000","-3,000",2024-02-02
03916C,臺股指凱基3B牛04,0,0,0,0,0,0,0,0,0,"-10,000",0,0,0,"5,000","15,000","-10,000","-10,000",2024-02-05
