證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期,自營商買進股數,自營商賣出股數
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-60,000",0,0,0,0,"60,000","-60,000","-60,000",2018-01-02,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-21,000",0,0,0,"82,000","103,000","-21,000","-21,000",2018-01-03,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"147,000",0,0,0,"177,000","30,000","147,000","147,000",2018-01-04,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"128,000",0,0,0,"143,000","15,000","128,000","128,000",2018-01-05,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"85,000","68,000","17,000","17,000",2018-01-08,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-71,000",0,0,0,"6,000","77,000","-71,000","-71,000",2018-01-09,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"75,000",0,0,0,"94,000","19,000","75,000","75,000",2018-01-10,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-125,000",0,0,0,0,"125,000","-125,000","-125,000",2018-01-11,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-52,000",0,0,0,0,"52,000","-52,000","-52,000",2018-01-12,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,000","80,000",0,0,2018-01-15,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,000","65,000",0,0,2018-01-16,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"109,000",0,0,0,"123,000","14,000","109,000","109,000",2018-01-17,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-115,000",0,0,0,"5,000","120,000","-115,000","-115,000",2018-01-18,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-101,000",0,0,0,"42,000","143,000","-101,000","-101,000",2018-01-19,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-66,000",0,0,0,"14,000","80,000","-66,000","-66,000",2018-01-22,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"40,000",0,0,0,"70,000","30,000","40,000","40,000",2018-01-23,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-163,000",0,0,0,0,"163,000","-163,000","-163,000",2018-01-24,,
03050X,元展47          ,0,0,0,0,0,0,0,0,0,"-70,000",0,0,0,"62,000","132,000","-70,000","-70,000",2018-01-25,,
