證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期,自營商買進股數,自營商賣出股數
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-01-02,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-01-03,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"23,000","23,000",0,"23,000",0,0,0,"23,000",2018-01-04,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"5,000",2018-01-10,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-01-12,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"20,000","20,000",0,"20,000",0,0,0,"20,000",2018-01-15,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"6,000","6,000",0,"6,000",0,0,0,"6,000",2018-01-16,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-01-22,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"30,000","30,000",0,"30,000",0,0,0,"30,000",2018-01-23,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-01-25,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"5,000",2018-01-30,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"3,000",2018-01-31,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-02-01,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-02-02,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"11,000","11,000",0,"11,000",0,0,0,"11,000",2018-02-05,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"39,000","39,000",0,"39,000",0,0,0,"39,000",2018-02-06,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-02-07,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"19,000","19,000",0,"19,000",0,0,0,"19,000",2018-02-09,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"3,000",2018-02-12,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-02-22,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"5,000",2018-02-27,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-03-06,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-03-07,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-03-13,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-03-15,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"5,000",2018-03-16,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-03-20,,
1312A,國喬特          ,0,"2,000","-2,000",0,0,0,0,0,0,"106,000","106,000",0,"106,000",0,0,0,"104,000",2018-03-23,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"27,000","27,000",0,"27,000",0,0,0,"27,000",2018-03-26,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-03-27,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"6,000","6,000",0,"6,000",0,0,0,"6,000",2018-03-28,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-03-29,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-03-30,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"12,000","12,000",0,"12,000",0,0,0,"12,000",2018-04-02,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"5,000",2018-04-03,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-10,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-11,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-12,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-16,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"4,000",2018-04-17,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-18,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-19,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-23,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-04-24,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"5,000",2018-04-25,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"10,000","10,000",0,"10,000",0,0,0,"10,000",2018-04-27,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"10,000","10,000",0,"10,000",0,0,0,"10,000",2018-04-30,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"3,000",2018-05-02,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"4,000",2018-05-03,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-05-04,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-05-07,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"7,000","7,000",0,"7,000",0,0,0,"7,000",2018-05-08,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"7,000","7,000",0,"7,000",0,0,0,"7,000",2018-05-09,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"11,000","11,000",0,"11,000",0,0,0,"11,000",2018-05-10,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-05-11,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-05-14,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000",2018-05-15,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"10,000","10,000",0,"10,000",0,0,0,"10,000",2018-05-17,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"20,000","21,000","1,000","20,000",0,0,0,"20,000",2018-05-22,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"13,000","13,000",0,"13,000",0,0,0,"13,000",2018-05-23,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"10,000","10,000",0,"10,000",0,0,0,"10,000",2018-05-24,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"21,000","21,000",0,"21,000",0,0,0,"21,000",2018-05-25,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"22,000","22,000",0,"22,000",0,0,0,"22,000",2018-05-28,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"10,000","10,000",0,"10,000",0,0,0,"10,000",2018-05-29,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"5,000",2018-05-30,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-05-31,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"30,000","30,000",0,"30,000",0,0,0,"30,000",2018-06-01,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"2,000",2018-06-04,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"4,000",2018-06-05,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"3,000",2018-06-06,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"10,000","10,000",0,"10,000",0,0,0,"10,000",2018-06-07,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"24,000","24,000",0,"24,000",0,0,0,"24,000",2018-06-08,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"35,000","35,000",0,"35,000",0,0,0,"35,000",2018-06-11,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"37,000","37,000",0,"37,000",0,0,0,"37,000",2018-06-12,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"17,000","17,000",0,"17,000",0,0,0,"17,000",2018-06-13,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"9,000","9,000",0,"9,000",0,0,0,"9,000",2018-06-14,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"15,000","15,000",0,"15,000",0,0,0,"15,000",2018-06-15,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"25,000","25,000",0,"25,000",0,0,0,"25,000",2018-06-19,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"6,000","6,000",0,"6,000",0,0,0,"6,000",2018-06-20,,
1312A,國喬特          ,0,0,0,0,0,0,0,0,0,"7,000","7,000",0,"7,000",0,0,0,"7,000",2018-06-22,,
