證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期,自營商買進股數,自營商賣出股數
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-10,000",0,0,0,0,"10,000","-10,000","-10,000",2018-01-03,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-43,000",0,0,0,"4,000","47,000","-43,000","-43,000",2018-01-04,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-8,000",0,0,0,"1,000","9,000","-8,000","-8,000",2018-01-05,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000","3,000",0,0,2018-01-08,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-11,000",0,0,0,0,"11,000","-11,000","-11,000",2018-01-09,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,000","53,000",0,0,2018-01-10,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-10,000",0,0,0,"25,000","35,000","-10,000","-10,000",2018-01-11,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-15,000",0,0,0,"5,000","20,000","-15,000","-15,000",2018-01-12,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000",2018-01-18,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,2018-01-22,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,000","37,000",0,0,2018-01-25,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-1,000",2018-01-26,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-1,000",2018-01-30,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,2018-01-31,,
03047X,元展44          ,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-1,000",2018-02-05,,
