證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期,自營商買進股數,自營商賣出股數
8341,日友            ,"77,000","70,000","7,000",0,0,0,0,0,0,"9,000","19,000",0,"19,000",0,"10,000","-10,000","16,000",2018-01-02,,
8341,日友            ,"23,000","59,000","-36,000",0,0,0,0,0,0,"8,000","5,000",0,"5,000","3,000",0,"3,000","-28,000",2018-01-03,,
8341,日友            ,"14,000","20,000","-6,000",0,0,0,0,0,0,"3,000","2,000",0,"2,000","5,000","4,000","1,000","-3,000",2018-01-04,,
8341,日友            ,"45,000","66,000","-21,000",0,0,0,"99,000",0,"99,000","20,000","6,000",0,"6,000","14,000",0,"14,000","98,000",2018-01-05,,
8341,日友            ,"45,000","78,000","-33,000",0,0,0,"9,000",0,"9,000","3,000",0,0,0,"11,000","8,000","3,000","-21,000",2018-01-08,,
8341,日友            ,"14,000","59,000","-45,000",0,0,0,0,0,0,"-3,000","1,000","2,000","-1,000","1,000","3,000","-2,000","-48,000",2018-01-09,,
8341,日友            ,"69,000","49,000","20,000",0,0,0,0,"7,000","-7,000","-1,000","1,000","1,000",0,"1,000","2,000","-1,000","12,000",2018-01-10,,
8341,日友            ,"145,000","59,000","86,000",0,0,0,0,0,0,"-12,000",0,"5,000","-5,000","3,000","10,000","-7,000","74,000",2018-01-11,,
8341,日友            ,"58,000","14,000","44,000",0,0,0,0,0,0,"-1,000",0,0,0,"2,000","3,000","-1,000","43,000",2018-01-12,,
8341,日友            ,"10,000","72,000","-62,000",0,0,0,0,0,0,"6,000","7,000",0,"7,000",0,"1,000","-1,000","-56,000",2018-01-15,,
8341,日友            ,"7,000","108,000","-101,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-100,000",2018-01-16,,
8341,日友            ,"42,000","45,000","-3,000",0,0,0,0,"165,000","-165,000","1,000",0,"1,000","-1,000","2,000",0,"2,000","-167,000",2018-01-17,,
8341,日友            ,"137,000","49,000","88,000",0,0,0,0,0,0,"3,000",0,"11,000","-11,000","16,000","2,000","14,000","91,000",2018-01-18,,
8341,日友            ,"15,000","121,000","-106,000",0,0,0,0,0,0,"6,000","8,000",0,"8,000","6,000","8,000","-2,000","-100,000",2018-01-19,,
8341,日友            ,"76,000","30,000","46,000",0,0,0,0,"64,000","-64,000","5,000","2,000",0,"2,000","3,000",0,"3,000","-13,000",2018-01-22,,
8341,日友            ,"19,000","71,000","-52,000",0,0,0,0,0,0,"-7,000",0,0,0,0,"7,000","-7,000","-59,000",2018-01-23,,
8341,日友            ,"18,000","88,305","-70,305",0,0,0,0,"4,000","-4,000","1,000","5,000","5,000",0,"1,000",0,"1,000","-73,305",2018-01-24,,
8341,日友            ,"48,000","131,000","-83,000",0,0,0,0,"155,000","-155,000","-3,000","5,000","6,000","-1,000",0,"2,000","-2,000","-241,000",2018-01-25,,
8341,日友            ,"128,000","308,000","-180,000",0,0,0,0,"199,000","-199,000","5,000","15,000","10,000","5,000","4,000","4,000",0,"-374,000",2018-01-26,,
8341,日友            ,"59,000","155,000","-96,000",0,0,0,0,"75,000","-75,000","2,000","7,000",0,"7,000",0,"5,000","-5,000","-169,000",2018-01-29,,
8341,日友            ,"77,000","156,000","-79,000",0,0,0,0,"198,000","-198,000",0,"1,000",0,"1,000",0,"1,000","-1,000","-277,000",2018-01-30,,
8341,日友            ,"52,000","22,000","30,000",0,0,0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","28,000",2018-01-31,,
8341,日友            ,"262,000","50,216","211,784",0,0,0,"10,000",0,"10,000","49,000","16,000","1,000","15,000","34,000",0,"34,000","270,784",2018-02-01,,
8341,日友            ,"135,000","120,000","15,000",0,0,0,"5,000","48,000","-43,000","-24,000",0,"4,000","-4,000",0,"20,000","-20,000","-52,000",2018-02-02,,
8341,日友            ,"57,000","8,000","49,000",0,0,0,"5,000","16,000","-11,000","-4,000",0,0,0,0,"4,000","-4,000","34,000",2018-02-05,,
8341,日友            ,"247,000","341,626","-94,626",0,0,0,0,"20,000","-20,000","-35,000",0,"8,000","-8,000",0,"27,000","-27,000","-149,626",2018-02-06,,
